"MeterID";"Zone";"ConsumerType";"Date";"EnergyConsumed_kWh";"PeakUsage_kWh";"OutageMinutes";"MeterStatus";"TariffRate"
"M02306";"West";"Commercial";"2024-12-11";383.67;34.02;58;"Active";5.87
"M02307";"Central";"Commercial";"2023-06-24";906.69;30.82;274;"Active";7.66
"M02308";"North";"Industrial";"2026-03-25";903.53;11.17;124;"Faulty";7.17
"M02309";"Central";"Residential";"2024-12-15";658.92;28.77;280;"Active";7.98
"M02310";"Central";"Residential";"2026-04-21";624.88;35.02;183;"Active";3.59
"M02311";"South";"Residential";"2022-05-28";626.12;11.41;182;"Faulty";5.63
"M02312";"South";"Industrial";"2025-08-25";214.43;31.16;129;"Faulty";7.61
"M02313";"West";"Residential";"2022-12-06";996.53;30.4;110;"Active";4.25
"M02314";"East";"Commercial";"2022-09-04";216.41;39.31;294;"Faulty";5.53
"M02315";"South";"Commercial";"2024-03-07";696.06;45.33;282;"Active";4.45
"M02316";"Central";"Commercial";"2026-02-17";491.48;48.37;92;"Active";3.01
"M02317";"North";"Industrial";"2026-10-04";529.18;32.16;166;"Active";7.67
"M02318";"South";"Industrial";"2025-03-11";265.25;11.02;63;"Active";4.49
"M02319";"South";"Commercial";"2023-09-05";254.02;32.63;233;"Active";6.76
"M02320";"East";"Commercial";"2024-06-18";228.05;19.03;150;"Active";5.28
"M02321";"West";"Residential";"2025-06-06";830.25;21.05;139;"Active";7.87
"M02322";"Central";"Industrial";"2025-06-17";126.57;31.63;219;"Active";3.12
"M02323";"Central";"Residential";"2024-09-25";356.88;48.7;30;"Active";4.32
"M02324";"West";"Commercial";"2022-06-29";536.61;18.8;80;"Active";4.0
"M02325";"Central";"Commercial";"2026-10-30";317.22;38.55;41;"Faulty";4.1
"M02326";"South";"Industrial";"2025-09-06";275.18;7.46;88;"Active";4.75
"M02327";"East";"Industrial";"2023-02-14";978.85;12.5;4;"Faulty";5.5
"M02328";"West";"Industrial";"2023-11-23";351.41;25.76;17;"Faulty";7.11
"M02329";"South";"Residential";"2022-07-17";612.97;32.45;25;"Active";5.36
"M02330";"North";"Industrial";"2024-03-25";208.03;34.08;143;"Active";7.34
"M02331";"Central";"Industrial";"2026-04-27";875.8;38.32;148;"Active";4.82
"M02332";"South";"Residential";"2025-03-22";382.34;38.31;146;"Faulty";6.33
"M02333";"South";"Residential";"2024-08-11";477.8;34.29;131;"Faulty";4.4
"M02334";"North";"Commercial";"2025-04-03";933.87;17.78;7;"Faulty";5.57
"M02335";"Central";"Residential";"2023-06-28";929.98;26.33;227;"Active";5.64
"M02336";"North";"Industrial";"2022-11-29";981.09;19.99;91;"Faulty";6.92
"M02337";"South";"Commercial";"2022-01-26";389.67;31.31;191;"Active";3.0
"M02338";"East";"Residential";"2025-06-08";499.07;38.36;290;"Faulty";5.36
"M02339";"East";"Residential";"2026-04-10";869.63;31.68;185;"Active";4.46
"M02340";"South";"Industrial";"2023-01-31";841.27;28.66;156;"Active";6.69
"M02341";"North";"Commercial";"2025-09-14";384.58;5.4;95;"Faulty";6.39
"M02342";"East";"Industrial";"2024-10-15";309.39;34.64;123;"Active";5.77
"M02343";"West";"Industrial";"2025-10-18";812.68;31.8;40;"Faulty";6.9
"M02344";"Central";"Commercial";"2023-03-24";246.76;47.43;296;"Faulty";4.03
"M02345";"South";"Commercial";"2026-06-21";509.05;25.6;218;"Active";3.35
"M02346";"North";"Industrial";"2026-08-12";199.8;41.66;71;"Active";7.02
"M02347";"Central";"Residential";"2025-10-30";957.9;9.92;198;"Faulty";3.49
"M02348";"West";"Residential";"2025-09-15";587.91;34.44;253;"Active";7.69
"M02349";"West";"Commercial";"2024-11-21";461.64;12.55;24;"Faulty";6.43
"M02350";"North";"Industrial";"2024-12-05";275.56;36.95;7;"Active";4.29
"M02351";"North";"Commercial";"2026-05-01";987.3;29.32;133;"Faulty";3.0
"M02352";"North";"Industrial";"2022-10-28";883.1;14.4;273;"Active";4.33
"M02353";"Central";"Residential";"2025-09-13";330.78;18.97;78;"Faulty";7.72
"M02354";"North";"Industrial";"2025-08-19";294.89;6.47;20;"Faulty";4.06
"M02355";"West";"Industrial";"2026-05-24";779.28;9.0;23;"Active";7.36
"M02356";"Central";"Commercial";"2025-12-31";132.52;35.91;48;"Active";7.47
"M02357";"Central";"Industrial";"2025-02-06";872.15;29.22;125;"Active";5.38
"M02358";"South";"Industrial";"2026-08-30";368.96;49.01;70;"Active";6.7
"M02359";"East";"Industrial";"2024-04-01";405.81;42.69;8;"Faulty";3.11
"M02360";"South";"Residential";"2023-12-17";371.33;21.64;18;"Active";4.06
"M02361";"North";"Industrial";"2026-04-06";928.25;10.12;33;"Active";7.08
"M02362";"Central";"Industrial";"2024-08-20";946.29;18.83;157;"Faulty";3.92
"M02363";"Central";"Industrial";"2024-03-30";773.6;10.71;276;"Faulty";5.58
"M02364";"South";"Industrial";"2025-09-30";574.11;12.8;88;"Active";7.63
"M02365";"North";"Industrial";"2025-10-21";843.97;39.91;286;"Faulty";4.37
"M02366";"South";"Residential";"2023-07-30";879.48;33.87;296;"Faulty";5.15
"M02367";"North";"Commercial";"2023-10-06";799.23;35.67;112;"Active";5.32
"M02368";"South";"Industrial";"2022-02-05";202.72;21.21;289;"Active";3.86
"M02369";"East";"Residential";"2025-10-06";780.72;26.72;3;"Active";7.52
"M02370";"South";"Commercial";"2026-03-31";984.96;16.53;266;"Active";5.24
"M02371";"East";"Commercial";"2023-02-26";601.84;43.5;43;"Active";5.11
"M02372";"North";"Industrial";"2024-11-03";932.49;34.03;128;"Faulty";3.07
"M02373";"Central";"Commercial";"2026-03-03";401.92;29.23;41;"Faulty";4.35
"M02374";"North";"Residential";"2026-05-18";572.66;29.52;38;"Faulty";5.49
"M02375";"North";"Commercial";"2024-02-10";938.31;27.34;60;"Faulty";4.51
"M02376";"South";"Residential";"2025-06-06";407.59;42.37;163;"Faulty";6.32
"M02377";"North";"Commercial";"2026-01-20";862.74;38.58;40;"Faulty";3.48
"M02378";"Central";"Commercial";"2022-10-22";549.79;20.16;6;"Faulty";3.42
"M02379";"East";"Industrial";"2024-04-06";170.58;35.62;209;"Active";3.66
"M02380";"South";"Commercial";"2024-08-19";239.61;47.68;134;"Active";7.98
"M02381";"East";"Commercial";"2026-12-02";462.78;39.48;131;"Faulty";3.18
"M02382";"East";"Industrial";"2026-01-16";947.97;12.55;127;"Faulty";3.82
"M02383";"North";"Commercial";"2022-01-30";621.66;49.63;236;"Active";5.64
"M02384";"Central";"Commercial";"2023-09-14";876.91;8.2;154;"Active";5.28
"M02385";"West";"Commercial";"2022-01-24";889.51;40.9;235;"Faulty";3.18
"M02386";"South";"Commercial";"2022-03-10";500.93;22.25;53;"Faulty";5.94
"M02387";"North";"Industrial";"2024-09-20";957.8;47.99;140;"Faulty";6.12
"M02388";"West";"Commercial";"2025-07-01";657.14;7.61;71;"Faulty";4.27
"M02389";"North";"Commercial";"2024-05-21";530.5;30.03;211;"Active";4.96
"M02390";"Central";"Industrial";"2022-07-09";432.06;11.06;140;"Active";7.76
"M02391";"Central";"Residential";"2022-11-01";198.27;21.81;216;"Faulty";5.6
"M02392";"South";"Commercial";"2026-04-29";120.19;38.62;142;"Faulty";5.37
"M02393";"East";"Commercial";"2022-11-07";897.69;37.9;217;"Faulty";6.82
"M02394";"East";"Residential";"2026-11-24";171.81;23.28;97;"Faulty";3.03
"M02395";"North";"Industrial";"2026-05-03";688.15;41.24;197;"Active";4.36
"M02396";"Central";"Commercial";"2025-08-04";574.96;6.59;238;"Faulty";7.3
"M02397";"Central";"Residential";"2025-09-24";713.61;24.23;170;"Active";7.36
"M02398";"West";"Industrial";"2025-07-14";286.89;8.8;185;"Faulty";5.23
"M02399";"South";"Residential";"2025-03-26";724.56;45.25;161;"Active";6.61
"M02400";"East";"Industrial";"2026-12-02";668.56;17.86;37;"Faulty";5.21
"M02401";"Central";"Residential";"2023-01-11";231.74;18.92;266;"Faulty";4.13
"M02402";"East";"Residential";"2026-01-24";641.68;16.71;142;"Active";4.55
"M02403";"East";"Industrial";"2025-09-09";448.74;6.83;239;"Active";5.62
"M02404";"South";"Residential";"2023-11-01";967.89;23.34;148;"Active";5.7
"M02405";"South";"Industrial";"2025-05-24";404.06;49.49;169;"Faulty";5.58
"M02406";"South";"Industrial";"2023-09-07";491.69;36.39;194;"Faulty";5.39
"M02407";"Central";"Industrial";"2026-03-25";224.19;49.14;180;"Active";6.81
"M02408";"East";"Commercial";"2022-02-03";785.53;16.69;209;"Faulty";3.17
"M02409";"West";"Commercial";"2024-06-18";317.97;47.43;87;"Faulty";3.39
"M02410";"North";"Industrial";"2025-08-06";401.88;6.14;77;"Faulty";5.63
"M02411";"South";"Residential";"2024-06-17";628.38;27.08;207;"Faulty";7.32
"M02412";"North";"Industrial";"2024-07-07";550.05;31.23;54;"Faulty";3.5
"M02413";"Central";"Commercial";"2022-05-15";527.74;13.93;244;"Faulty";5.33
"M02414";"North";"Industrial";"2024-03-21";574.47;8.77;148;"Faulty";5.01
"M02415";"South";"Residential";"2026-11-08";438.84;36.84;239;"Active";4.57
"M02416";"North";"Commercial";"2026-03-09";245.08;32.19;121;"Active";5.32
"M02417";"Central";"Residential";"2025-11-15";353.23;18.23;16;"Faulty";7.73
"M02418";"South";"Commercial";"2022-05-10";984.38;42.69;33;"Faulty";6.36
"M02419";"South";"Commercial";"2026-10-14";815.13;28.86;155;"Faulty";3.05
"M02420";"South";"Commercial";"2023-01-25";515.72;28.87;77;"Active";6.16
"M02421";"Central";"Industrial";"2023-08-17";453.58;29.9;274;"Active";5.42
"M02422";"West";"Residential";"2023-07-29";528.93;30.47;88;"Faulty";5.64
"M02423";"East";"Commercial";"2023-11-11";333.16;15.67;182;"Active";7.6
"M02424";"South";"Residential";"2024-06-05";555.56;22.29;194;"Faulty";3.94
"M02425";"South";"Commercial";"2024-12-19";210.86;13.61;177;"Faulty";3.71
"M02426";"North";"Industrial";"2022-07-09";515.97;21.64;109;"Active";5.49
"M02427";"Central";"Residential";"2022-05-07";399.37;23.39;299;"Faulty";3.9
"M02428";"South";"Commercial";"2024-10-15";845.54;29.31;254;"Active";6.32
"M02429";"East";"Industrial";"2024-12-12";217.44;26.87;5;"Active";3.94
"M02430";"East";"Commercial";"2026-11-25";265.04;31.65;243;"Faulty";3.14
"M02431";"South";"Industrial";"2026-08-19";807.27;15.04;67;"Active";5.66
"M02432";"West";"Commercial";"2023-10-05";606.86;37.69;196;"Active";7.18
"M02433";"East";"Residential";"2026-07-10";976.36;36.62;191;"Faulty";5.0
"M02434";"South";"Commercial";"2026-07-20";803.62;17.85;289;"Active";3.76
"M02435";"South";"Residential";"2026-11-20";243.61;31.09;127;"Faulty";4.04
"M02436";"Central";"Commercial";"2026-05-12";652.19;7.52;84;"Faulty";7.16
"M02437";"North";"Commercial";"2022-07-15";734.62;22.59;209;"Active";6.3
"M02438";"West";"Residential";"2023-04-22";507.92;6.17;57;"Active";7.4
"M02439";"Central";"Commercial";"2025-07-20";419.18;8.18;64;"Faulty";6.59
"M02440";"South";"Residential";"2026-11-14";577.25;21.5;120;"Active";3.01
"M02441";"West";"Commercial";"2022-07-12";179.98;39.01;147;"Active";5.44
"M02442";"North";"Industrial";"2024-10-03";854.72;31.77;55;"Faulty";5.48
"M02443";"Central";"Industrial";"2024-08-16";938.34;36.55;180;"Faulty";3.57
"M02444";"North";"Industrial";"2024-01-15";117.2;27.14;209;"Active";6.17
"M02445";"West";"Residential";"2023-09-19";539.93;13.76;78;"Active";5.13
"M02446";"West";"Industrial";"2024-05-15";653.0;22.29;148;"Active";7.97
"M02447";"South";"Industrial";"2022-08-24";286.21;7.29;37;"Faulty";4.37
"M02448";"Central";"Residential";"2022-06-19";664.74;36.63;38;"Active";5.56
"M02449";"East";"Industrial";"2022-06-14";877.07;26.75;256;"Faulty";6.09
"M02450";"Central";"Industrial";"2023-11-16";393.68;20.55;138;"Active";6.32
"M02451";"East";"Industrial";"2023-07-03";854.77;39.76;270;"Active";5.31
"M02452";"South";"Industrial";"2026-10-07";249.38;44.09;223;"Active";4.88
"M02453";"South";"Industrial";"2023-09-18";477.3;38.45;297;"Faulty";3.9
"M02454";"North";"Residential";"2026-03-14";720.55;22.75;234;"Faulty";4.44
"M02455";"Central";"Commercial";"2022-01-18";897.78;42.15;298;"Active";6.73
"M02456";"South";"Industrial";"2025-03-24";130.36;39.52;210;"Faulty";3.45
"M02457";"Central";"Commercial";"2026-07-20";984.74;43.4;50;"Active";6.77
"M02458";"East";"Industrial";"2024-03-27";212.85;14.14;290;"Active";5.07
"M02459";"South";"Industrial";"2026-10-04";185.64;35.09;202;"Faulty";6.97
"M02460";"South";"Residential";"2025-05-28";298.42;20.48;185;"Faulty";7.84
"M02461";"Central";"Residential";"2026-02-06";421.51;40.38;56;"Faulty";3.01
"M02462";"South";"Commercial";"2024-10-08";971.09;47.01;18;"Active";4.23
"M02463";"South";"Commercial";"2022-09-14";688.43;47.76;0;"Faulty";7.88
"M02464";"South";"Commercial";"2024-12-13";203.79;31.78;159;"Active";6.4
"M02465";"North";"Residential";"2022-12-28";392.78;23.5;184;"Faulty";5.18
"M02466";"West";"Industrial";"2026-02-05";189.56;46.06;102;"Faulty";3.32
"M02467";"East";"Residential";"2025-12-22";766.27;39.92;246;"Faulty";6.03
"M02468";"North";"Industrial";"2023-05-13";748.22;41.71;106;"Faulty";6.46
"M02469";"West";"Commercial";"2025-08-08";326.15;28.06;133;"Faulty";6.53
"M02470";"North";"Commercial";"2025-07-07";673.35;34.79;11;"Active";4.46
"M02471";"East";"Commercial";"2026-06-20";700.51;38.18;265;"Active";7.01
"M02472";"West";"Industrial";"2026-05-08";699.45;16.9;263;"Faulty";3.67
"M02473";"North";"Commercial";"2026-12-03";506.79;27.97;78;"Faulty";6.84
"M02474";"East";"Residential";"2023-05-11";275.0;12.75;125;"Faulty";4.09
"M02475";"Central";"Industrial";"2022-01-16";748.13;42.48;162;"Faulty";4.69
"M02476";"Central";"Industrial";"2026-09-21";144.15;11.72;179;"Faulty";6.06
"M02477";"South";"Industrial";"2023-01-24";958.96;33.7;78;"Active";3.99
"M02478";"West";"Commercial";"2024-11-15";591.38;25.71;80;"Faulty";4.49
"M02479";"Central";"Residential";"2022-03-07";902.02;10.39;35;"Faulty";4.53
"M02480";"South";"Industrial";"2026-02-07";193.68;23.1;286;"Active";3.61
"M02481";"Central";"Residential";"2024-03-26";258.05;30.52;296;"Active";7.39
"M02482";"South";"Residential";"2026-07-06";972.46;34.66;124;"Faulty";3.37
"M02483";"North";"Residential";"2023-05-17";593.86;20.57;268;"Active";5.21
"M02484";"East";"Residential";"2024-03-02";169.89;15.31;59;"Faulty";7.15
"M02485";"South";"Industrial";"2026-03-07";814.97;13.49;135;"Active";6.32
"M02486";"South";"Commercial";"2024-04-20";315.59;8.2;1;"Active";3.05
"M02487";"North";"Commercial";"2026-08-13";336.55;45.7;91;"Active";3.46
"M02488";"North";"Industrial";"2023-08-08";110.46;7.91;77;"Faulty";6.69
"M02489";"Central";"Residential";"2022-01-07";164.31;37.89;139;"Faulty";4.72
"M02490";"Central";"Residential";"2026-10-23";340.08;15.28;43;"Active";3.17
"M02491";"East";"Commercial";"2024-02-11";354.71;17.89;259;"Faulty";5.74
"M02492";"North";"Residential";"2023-02-14";650.85;37.36;213;"Active";7.23
"M02493";"West";"Residential";"2025-11-17";133.52;35.43;158;"Faulty";6.68
"M02494";"North";"Industrial";"2024-09-27";251.88;37.18;244;"Faulty";7.3
"M02495";"West";"Industrial";"2024-06-06";595.35;41.54;77;"Faulty";3.1
"M02496";"North";"Commercial";"2025-02-12";614.89;20.76;35;"Faulty";5.16
"M02497";"West";"Industrial";"2024-01-06";706.42;18.54;49;"Active";6.62
"M02498";"South";"Industrial";"2023-12-10";277.74;10.29;145;"Faulty";7.22
"M02499";"West";"Residential";"2025-11-06";653.21;8.24;283;"Faulty";4.93
"M02500";"Central";"Industrial";"2026-09-02";397.05;25.01;14;"Faulty";5.72
"M02501";"West";"Commercial";"2024-05-28";382.92;5.19;47;"Faulty";7.79
"M02502";"South";"Commercial";"2026-01-30";426.86;48.73;279;"Faulty";3.83
"M02503";"Central";"Commercial";"2026-08-08";355.52;43.23;149;"Faulty";4.98
"M02504";"East";"Commercial";"2026-03-26";620.68;19.06;143;"Faulty";4.15
"M02505";"East";"Industrial";"2026-01-04";605.97;26.43;300;"Faulty";5.61
"M02506";"East";"Commercial";"2023-05-11";349.39;26.15;22;"Faulty";6.96
"M02507";"West";"Commercial";"2025-01-07";557.21;38.88;281;"Faulty";3.88
"M02508";"Central";"Commercial";"2023-12-14";329.48;15.7;173;"Faulty";7.29
"M02509";"West";"Industrial";"2025-05-26";408.68;6.81;118;"Active";6.07
"M02510";"Central";"Residential";"2022-04-10";315.5;30.45;258;"Active";3.3
"M02511";"East";"Commercial";"2025-09-12";509.23;31.96;202;"Active";6.42
"M02512";"East";"Commercial";"2022-05-29";150.38;40.82;0;"Active";6.44
"M02513";"South";"Industrial";"2025-05-31";299.44;19.46;178;"Faulty";4.55
"M02514";"West";"Commercial";"2026-12-14";542.06;12.55;29;"Active";3.5
"M02515";"North";"Industrial";"2024-01-21";172.7;20.6;262;"Faulty";4.1
"M02516";"West";"Industrial";"2024-11-11";618.58;10.15;30;"Active";5.84
"M02517";"East";"Residential";"2023-12-28";804.04;36.91;262;"Faulty";6.04
"M02518";"Central";"Residential";"2022-01-17";965.07;31.29;244;"Active";4.09
"M02519";"East";"Industrial";"2025-11-15";871.13;18.3;258;"Faulty";5.25
"M02520";"Central";"Residential";"2024-11-26";180.75;30.09;183;"Active";3.98
"M02521";"East";"Residential";"2025-11-18";329.32;29.97;21;"Active";6.54
"M02522";"East";"Residential";"2023-02-20";747.77;18.67;160;"Active";4.77
"M02523";"South";"Commercial";"2023-06-14";467.63;7.21;50;"Faulty";3.02
"M02524";"South";"Commercial";"2024-08-30";544.72;44.4;143;"Faulty";7.31
"M02525";"Central";"Industrial";"2026-07-29";854.9;23.75;31;"Active";5.3
"M02526";"East";"Commercial";"2024-12-16";266.61;16.8;50;"Active";6.35
"M02527";"West";"Commercial";"2024-10-16";489.15;41.37;209;"Active";7.64
"M02528";"South";"Industrial";"2025-04-27";562.98;38.05;198;"Faulty";6.79
"M02529";"Central";"Residential";"2025-09-21";710.63;19.82;161;"Active";5.85
"M02530";"West";"Industrial";"2024-08-24";732.27;35.56;166;"Faulty";7.08
"M02531";"East";"Residential";"2024-08-09";316.35;12.04;153;"Faulty";4.24
"M02532";"Central";"Industrial";"2024-04-10";390.64;27.07;41;"Active";7.89
"M02533";"South";"Industrial";"2025-02-01";707.4;48.68;147;"Faulty";6.78
"M02534";"East";"Industrial";"2023-03-05";811.35;21.84;272;"Active";7.24
"M02535";"Central";"Industrial";"2023-08-16";173.06;29.78;61;"Active";7.87
"M02536";"North";"Industrial";"2026-01-14";665.95;42.47;5;"Faulty";5.26
"M02537";"Central";"Industrial";"2023-06-20";578.5;9.72;224;"Faulty";4.98
"M02538";"North";"Residential";"2022-06-24";546.47;48.99;202;"Active";5.18
"M02539";"Central";"Residential";"2022-02-03";163.94;12.28;15;"Active";5.31
"M02540";"North";"Commercial";"2022-06-13";309.54;22.92;10;"Faulty";6.93
"M02541";"Central";"Industrial";"2025-06-11";864.99;8.94;240;"Faulty";6.75
"M02542";"West";"Residential";"2022-11-08";416.31;35.69;253;"Faulty";3.52
"M02543";"Central";"Commercial";"2025-10-23";272.22;13.75;34;"Faulty";7.02
"M02544";"Central";"Residential";"2024-03-07";394.57;48.11;270;"Active";3.65
"M02545";"West";"Commercial";"2026-02-21";215.04;13.12;15;"Faulty";6.13
"M02546";"Central";"Residential";"2026-12-16";182.44;23.85;202;"Faulty";5.8
"M02547";"Central";"Residential";"2024-04-04";551.67;23.22;48;"Faulty";6.52
"M02548";"South";"Commercial";"2022-08-17";374.88;40.33;202;"Faulty";3.06
"M02549";"South";"Residential";"2022-03-03";589.4;9.26;135;"Faulty";7.23
"M02550";"Central";"Industrial";"2023-03-08";825.73;32.42;39;"Active";7.99
"M02551";"West";"Residential";"2022-12-22";559.17;30.65;151;"Active";3.78
"M02552";"East";"Commercial";"2026-09-15";825.55;17.09;185;"Faulty";5.73
"M02553";"Central";"Industrial";"2026-03-14";186.77;45.93;259;"Faulty";4.15
"M02554";"Central";"Commercial";"2026-09-18";760.83;18.45;69;"Active";5.33
"M02555";"South";"Industrial";"2022-09-09";944.69;49.6;202;"Active";7.74
"M02556";"West";"Commercial";"2023-11-12";855.07;44.04;248;"Faulty";3.22
"M02557";"Central";"Industrial";"2026-03-01";949.49;46.23;99;"Faulty";6.86
"M02558";"North";"Residential";"2024-10-01";311.04;46.15;198;"Faulty";5.23
"M02559";"South";"Commercial";"2024-02-15";834.41;14.01;18;"Faulty";4.72
"M02560";"West";"Industrial";"2022-02-26";477.68;46.77;80;"Active";3.57
"M02561";"Central";"Commercial";"2025-12-20";464.37;45.13;193;"Faulty";5.88
"M02562";"East";"Commercial";"2026-11-08";495.33;22.84;157;"Faulty";3.91
"M02563";"East";"Residential";"2023-12-02";144.82;27.79;119;"Active";5.47
"M02564";"Central";"Industrial";"2022-09-18";354.19;9.49;278;"Active";5.85
"M02565";"East";"Residential";"2024-07-15";898.29;47.52;217;"Faulty";7.86
"M02566";"North";"Industrial";"2023-11-26";831.82;38.89;192;"Active";3.11
"M02567";"East";"Industrial";"2025-08-17";667.1;32.55;86;"Active";6.03
"M02568";"West";"Industrial";"2026-06-11";456.52;19.58;71;"Active";3.87
"M02569";"South";"Commercial";"2023-07-08";634.81;11.83;207;"Active";7.77
"M02570";"North";"Industrial";"2022-01-21";144.72;40.28;290;"Active";7.72
"M02571";"Central";"Industrial";"2026-02-05";986.0;24.86;65;"Faulty";3.05
"M02572";"East";"Commercial";"2023-02-13";520.0;16.96;199;"Active";3.48
"M02573";"East";"Industrial";"2022-05-16";408.18;46.54;25;"Faulty";3.78
"M02574";"South";"Residential";"2023-11-03";585.53;41.76;164;"Active";3.31
"M02575";"West";"Industrial";"2024-07-22";238.95;28.12;7;"Active";5.53
"M02576";"North";"Residential";"2022-09-02";134.59;7.14;162;"Active";6.16
"M02577";"West";"Commercial";"2022-01-14";572.59;46.34;241;"Active";5.61
"M02578";"South";"Industrial";"2022-10-22";114.13;5.36;226;"Faulty";3.65
"M02579";"East";"Commercial";"2022-11-12";174.87;17.91;179;"Active";5.96
"M02580";"South";"Industrial";"2022-06-20";359.37;40.74;267;"Active";4.5
"M02581";"West";"Commercial";"2022-02-21";482.42;30.22;155;"Active";5.67
"M02582";"West";"Residential";"2022-10-19";434.26;17.16;296;"Active";7.37
"M02583";"East";"Commercial";"2026-11-14";709.7;18.15;128;"Active";5.56
"M02584";"East";"Residential";"2025-04-27";976.37;28.14;253;"Faulty";3.96
"M02585";"East";"Residential";"2024-01-06";499.48;49.3;84;"Active";3.18
"M02586";"North";"Residential";"2023-04-13";871.65;43.72;205;"Faulty";3.58
"M02587";"Central";"Industrial";"2023-10-24";497.92;12.01;133;"Faulty";3.11
"M02588";"South";"Residential";"2023-06-22";882.56;40.29;176;"Faulty";6.4
"M02589";"North";"Industrial";"2024-05-25";683.27;37.26;63;"Active";6.62
"M02590";"West";"Residential";"2023-10-28";750.66;31.54;208;"Active";7.51
"M02591";"East";"Industrial";"2024-02-16";345.48;17.47;171;"Faulty";3.35
"M02592";"East";"Residential";"2024-05-29";122.13;46.09;33;"Active";7.45
"M02593";"North";"Industrial";"2025-11-12";513.09;16.79;127;"Faulty";5.57
"M02594";"Central";"Industrial";"2025-08-20";193.38;18.81;84;"Faulty";3.99
"M02595";"North";"Commercial";"2024-12-09";465.16;41.06;90;"Faulty";7.32
"M02596";"West";"Commercial";"2024-03-19";706.14;37.91;5;"Faulty";3.55
"M02597";"North";"Commercial";"2023-07-02";701.61;45.46;247;"Active";3.0
"M02598";"Central";"Residential";"2023-10-08";650.48;48.38;291;"Active";3.08
"M02599";"West";"Industrial";"2025-02-04";476.47;28.14;164;"Faulty";5.13
"M02600";"South";"Residential";"2026-10-06";228.06;6.16;259;"Faulty";5.96
"M02601";"East";"Residential";"2026-03-07";922.34;10.87;278;"Faulty";5.32
"M02602";"East";"Residential";"2023-04-21";507.48;5.05;143;"Faulty";7.23
"M02603";"West";"Industrial";"2026-03-20";943.94;48.39;31;"Active";7.66
"M02604";"East";"Industrial";"2025-06-09";951.78;38.96;30;"Faulty";6.45
"M02605";"Central";"Commercial";"2025-06-26";757.38;11.78;103;"Faulty";5.83
"M02606";"Central";"Residential";"2024-12-07";716.92;44.48;125;"Faulty";4.06
"M02607";"West";"Commercial";"2026-03-26";888.23;8.33;94;"Active";5.63
"M02608";"Central";"Commercial";"2022-10-20";168.72;9.91;89;"Faulty";7.39
"M02609";"East";"Industrial";"2026-05-11";274.92;37.85;41;"Faulty";5.41
"M02610";"West";"Commercial";"2023-02-22";188.76;30.96;16;"Faulty";7.08
"M02611";"West";"Residential";"2024-05-11";984.0;14.93;187;"Active";4.37
"M02612";"East";"Commercial";"2026-09-11";573.79;30.59;49;"Active";5.6
"M02613";"West";"Commercial";"2025-12-24";419.3;18.02;289;"Active";3.19
"M02614";"South";"Residential";"2024-11-23";301.89;17.83;219;"Active";6.08
"M02615";"Central";"Industrial";"2023-03-14";430.19;19.99;133;"Faulty";5.49
"M02616";"West";"Residential";"2022-12-29";171.48;44.43;111;"Faulty";7.34
"M02617";"Central";"Residential";"2023-07-23";118.57;9.85;23;"Active";3.54
"M02618";"South";"Industrial";"2023-05-13";304.47;30.86;260;"Active";5.12
"M02619";"South";"Commercial";"2024-05-22";267.49;23.18;162;"Faulty";4.08
"M02620";"East";"Residential";"2022-07-26";371.22;13.42;257;"Faulty";5.42
"M02621";"East";"Industrial";"2023-10-30";327.49;45.34;31;"Faulty";6.5
"M02622";"North";"Commercial";"2026-12-21";250.72;49.98;233;"Active";4.42
"M02623";"East";"Residential";"2026-12-06";303.88;29.49;43;"Faulty";3.81
"M02624";"North";"Industrial";"2026-02-22";951.48;38.93;73;"Active";4.63
"M02625";"North";"Residential";"2023-12-04";923.95;10.86;132;"Active";5.3
"M02626";"West";"Industrial";"2024-10-10";728.64;29.08;182;"Active";7.79
"M02627";"West";"Residential";"2022-08-16";922.64;46.8;286;"Faulty";3.82
"M02628";"North";"Residential";"2024-07-15";563.98;24.68;5;"Faulty";7.34
"M02629";"Central";"Residential";"2024-07-30";910.34;48.12;50;"Faulty";5.24
"M02630";"South";"Residential";"2025-09-15";610.86;40.16;281;"Active";5.7
"M02631";"West";"Industrial";"2022-02-04";575.88;42.14;9;"Faulty";5.48
"M02632";"Central";"Residential";"2024-07-23";328.07;15.26;3;"Active";5.88
"M02633";"South";"Commercial";"2023-05-29";632.84;20.2;234;"Active";5.26
"M02634";"West";"Residential";"2024-10-31";511.52;45.62;252;"Active";4.55
"M02635";"South";"Residential";"2023-03-05";300.69;12.22;204;"Active";5.5
"M02636";"South";"Commercial";"2023-03-12";868.61;38.25;90;"Active";5.33
"M02637";"East";"Industrial";"2023-07-14";902.77;48.69;70;"Active";6.41
"M02638";"West";"Industrial";"2026-07-23";919.42;44.84;225;"Active";7.55
"M02639";"East";"Commercial";"2022-07-29";237.75;28.36;30;"Active";4.77
"M02640";"East";"Industrial";"2023-07-31";593.94;16.42;122;"Active";3.21
"M02641";"West";"Commercial";"2025-01-03";647.17;48.42;289;"Faulty";3.83
"M02642";"South";"Industrial";"2023-06-17";506.99;48.89;277;"Active";6.01
"M02643";"Central";"Residential";"2026-04-05";187.82;32.05;79;"Faulty";3.98
"M02644";"North";"Industrial";"2025-04-17";940.89;13.94;28;"Faulty";4.02
